oddscheck_team_name,db_club_id,db_club_name,match_count,avg_confidence,avg_fuzzy_score
Avai,2035,Avaí FC,3,82.33,55
Orleans,10868,US Orléans,3,82.33,71
Setubal,1085,Vitória Setúbal FC,3,82.33,48
Brighton,1237,Brighton & Hove Albion,3,82.42,53
Gubbio,4326,AS Gubbio 1910,3,82.42,60
Talleres Cordoba,3938,CA Talleres,3,82.5,59
Poli Timisoara,36590,ACS Poli Timisoara (2012 - 2021),3,82.5,61
Ural,11127,Ural Yekaterinburg,3,82.5,36
Lamia,3999,PAS Lamia 1964,3,82.5,53
SK Rapid,170,Rapid Vienna,3,82.58,50
Ascoli,408,Ascoli Calcio 1898,3,82.58,50
Concordia,15945,Concordia Chiajna,3,82.67,69
Wycombe,2805,Wycombe Wanderers,3,82.67,58
Spal,2722,SPAL 2013,3,82.67,62
Lens,826,RC Lens,3,82.67,73
Oster,1236,Östers IF,3,82.75,57
Stoke,512,Stoke City,3,82.75,67
Celta,940,Celta de Vigo,3,82.75,56
Ath Bilbao B,6688,Bilbao Athletic,3,82.75,52
Ceuta,8568,AD Ceuta FC,3,82.75,62
Bordeaux,40,FC Girondins Bordeaux,3,82.75,55
Ajax ,610,Ajax Amsterdam,1,82.75,44
Internacional,6600,Sport Club Internacional,3,82.83,70
Chievo,862,Chievo Verona,3,82.83,63
La Coruna,897,Deportivo de La Coruña,3,82.83,52
A. Lustenau,541,SC Austria Lustenau,3,82.92,67
Lyngby,369,Lyngby Boldklub,3,82.92,57
Yamaga,25765,Matsumoto Yamaga,3,82.92,55
Basel,26,FC Basel 1893,3,82.92,56
Bolton,355,Bolton Wanderers,3,82.92,55
Bastia,595,SC Bastia,3,82.92,80
Standard,3057,Standard Liège,3,82.92,73
Lanus,333,CA Lanús,3,83,62
Ufa,28095,FC Ufa,3,83,67
Wigan,1071,Wigan Athletic,3,83,53
Dresden,129,SG Dynamo Dresden,3,83,58
Trapani,4331,Trapani Calcio,3,83,67
Valerenga,76,Vålerenga Fotball Elite,3,83.08,50
Yverdon,322,Yverdon Sport FC,3,83.08,61
Tottenham,148,Tottenham Hotspur,3,83.08,69
Leganes,1244,CD Leganés,3,83.08,71
Strasbourg,667,RC Strasbourg Alsace,3,83.08,67
Leczna,3291,Gornik Leczna,3,83.17,63
Rotherham,1194,Rotherham United,3,83.17,72
Carpi,4102,Carpi FC 1909,3,83.17,56
Maritimo,1301,CS Marítimo,3,83.17,74
Inter,46,Inter Milan,3,83.25,62
Jonkopings,7411,Jönköpings Södra IF,3,83.33,55
Toulouse,415,FC Toulouse,3,83.33,84
Antwerp,1096,Royal Antwerp FC,3,83.33,61
Estoril,1465,GD Estoril Praia,3,83.33,61
Atl. Rafaela,10233,AMSD Atlético de Rafaela,3,83.42,61
Grodig,10131,SV Grödig,3,83.42,67
Juarez,49283,FC Juárez,3,83.42,67
Grasshoppers,504,Grasshopper Club Zurich,3,83.42,63
Padova,3037,Calcio Padova,3,83.42,63
Ferrol,1176,Racing Ferrol,3,83.42,63
Mouscron,29228,Mouscron-Péruwelz,3,83.42,64
Wuhan FC,6450,Wuhan Zall,3,83.5,67
Dender,9010,FCV Dender EH,3,83.5,63
Nurnberg,4,1.FC Nuremberg,3,83.58,64
Pordenone,21331,Pordenone Calcio,3,83.58,72
Lokeren,498,KSC Lokeren (-2020),3,83.58,54
Rakow,9644,Raków Częstochowa,3,83.67,45
Bologna,1025,Bologna FC 1909,3,83.67,64
Chateauroux,1175,LB Châteauroux,3,83.67,80
Quevilly Rouen,7124,Quevilly Rouen Métropole,3,83.67,74
Kallonis,28956,AEL Kalloni,3,83.67,74
Hebei,36630,Hebei China Fortune,3,83.75,42
Shenzhen,1320,Shenzhen Ruby,3,83.75,76
Tomsk,3691,Tom Tomsk,3,83.75,71
Scunthorpe,2964,Scunthorpe United,3,83.75,74
Grenoble,1290,Grenoble Foot 38,3,83.75,67
Luton,1031,Luton Town,3,83.83,67
Aachen,8,Alemannia Aachen,3,83.83,55
Leonesa,4542,Cultural Leonesa,3,83.83,61
Santos,221,Santos FC,3,83.92,80
Jagiellonia,2300,Jagiellonia Bialystok,3,83.92,69
Preston,466,Preston North End,3,83.92,58
Frankfurt FSV,293,FSV Frankfurt,3,83.92,69
Como,1047,Como 1907,3,83.92,62
Viking,239,Viking FK,3,84,80
Leverkusen,15,Bayer 04 Leverkusen,3,84,69
Mainz,39,1.FSV Mainz 05,3,84,53
Regensburg,109,SSV Jahn Regensburg,3,84,69
Foggia,704,Foggia Calcio,3,84,63
Uniao Madeira,976,CF União Madeira (-2021),3,84,65
Volos NFC,60949,Volos NPS,3,84,78
Gimnastic,5648,Gimnàstic de Tarragona,3,84.08,52
Monarcas,5623,Monarcas Morelia,3,84.17,67
Apollon,441,Apollon Smyrnis,3,84.17,64
Oxford,988,Oxford United,3,84.25,63
Platense,928,Club Atlético Platense,3,84.33,53
Hull,3008,Hull City,3,84.33,62
Charlton,358,Charlton Athletic,3,84.33,64
Recreativo,2867,Recreativo Huelva,3,84.33,74
Caen,1162,SM Caen,3,84.33,73
Annecy,30204,FC Annecy,3,84.33,80
KFUM Oslo,23184,KFUM-Kameratene Oslo,3,84.42,62
Termalica B-B.,15906,Bruk-Bet Termalica Nieciecza,3,84.42,48
Csikszereda M. Ciuc,37255,FK Csikszereda Miercurea Ciuc,3,84.5,75
Reggiana,5621,AC Reggiana 1919,3,84.5,67
Zwolle,1269,PEC Zwolle,3,84.5,75
PAOK,1091,PAOK Thessaloniki,3,84.5,38
Dunfermline,1270,Dunfermline Athletic FC,3,84.58,65
Portogruaro,15374,Calcio Portogruaro-Summaga,3,84.58,59
Vicenza,2655,Vicenza Calcio,3,84.58,67
Flamengo RJ,614,CR Flamengo,3,84.67,73
Kyoto,593,Kyoto Sanga,3,84.67,62
Heidenheim,2036,1.FC Heidenheim 1846,3,84.67,67
Sp Gijon,2448,Sporting Gijón,3,84.67,64
Logrones,24420,UD Logroñés,3,84.67,63
Troyes,1095,ESTAC Troyes,3,84.67,67
Henan Songshan Longmen,9982,Henan Jianye,3,84.75,53
Atlas,8590,Atlas Guadalajara,3,84.75,45
Tromso,1293,Tromsø IL,3,84.75,67
CS Turnu Severin,34767,CS Turnu-Severin (- 2013),3,84.75,73
Spezia,3522,Spezia Calcio,3,84.75,63
Nice,417,OGC Nice,3,84.75,67
Guimaraes,2420,Vitória Guimarães SC,3,84.75,55
Vizela,6912,FC Vizela,3,84.75,80
Guangzhou FC,10948,Guangzhou Evergrande,3,84.83,62
Catania,1627,Calcio Catania,3,84.83,67
Udinese,410,Udinese Calcio,3,84.83,67
Huracan,2063,CA Huracán,3,84.92,71
Almeria,3302,UD Almería,3,84.92,71
Zaragoza,142,Real Zaragoza,3,84.92,76
Chambly,35012,FC Chambly Oise,3,84.92,64
Gent,157,KAA Gent,3,84.92,67
Lausanne,527,FC Lausanne-Sport,3,85,64
Genoa,252,Genoa CFC,3,85,71
Grosseto,4333,US Grosseto FC,3,85,73
Cosenza,4031,Cosenza Calcio,3,85,67
Carrarese,4159,Carrarese Calcio 1908,3,85,60
Karagumruk,6646,Fatih Karagümrük,3,85,62
AEK,2441,AEK Athens,3,85,46
Shanghai Shenxin,17238,Nanchang Bayi Hengyuan,3,85.08,58
Dalian Pro,33304,Dalian Aerbin,3,85.08,70
Qingdao Hainiu,8536,Qingdao Jonoon,3,85.08,64
Krylya Sovetov,2696,Krylya Sovetov Samara,3,85.08,80
Panionios,169,Panionios Athens,3,85.08,72
Legia,255,Legia Warszawa,3,85.17,53
Navodari,31304,Sageata Navodari (- 2015),3,85.17,48
Ath Madrid,13,Atlético de Madrid,3,85.17,64
Getafe,3709,Getafe CF,3,85.17,80
Arsenal Sarandi,4673,Arsenal FC,3,85.25,64
Oberhausen,57,Rot-Weiß Oberhausen,3,85.25,69
Brescia,19,Brescia Calcio,3,85.25,67
Verona,276,Hellas Verona,3,85.25,63
Eibar,1533,SD Eibar,3,85.25,77
Arouca,8024,FC Arouca,3,85.25,80
FC Rapid Bucuresti,455,Rapid Bucharest,3,85.33,79
Norwich,1123,Norwich City,3,85.33,74
Accrington,3688,Accrington Stanley,3,85.33,71
Dijon,2969,Dijon FCO,3,85.33,71
Grazer AK,316,Grazer AK 1902,3,85.42,78
Sport Recife,8718,Sport Club do Recife,3,85.42,75
Shandong Taishan,3182,Shandong Luneng Taishan,3,85.42,82
Corona Brasov,36593,CSM Corona Brasov,3,85.42,87
Zurich,260,FC Zürich,3,85.42,67
Dortmund,16,Borussia Dortmund,3,85.42,64
Beziers,10867,AS Béziers,3,85.42,71
St Truiden,475,Sint-Truidense VV,3,85.42,67
Leones Negros,23505,CD Leones Negros de la UdeG,3,85.5,65
Gaz Metan Medias,8104,Gaz Metan Medias (- 2022),3,85.5,78
Feyenoord,234,Feyenoord Rotterdam,3,85.5,64
Olympiakos,683,Olympiacos Piraeus,3,85.5,64
Dalian Yifang F.C.,33304,Dalian Aerbin,3,85.58,58
Amkar,4128,Amkar Perm,3,85.58,67
St. Gallen,257,FC St. Gallen 1879,3,85.58,71
Paderborn,127,SC Paderborn 07,3,85.58,75
Le Havre,738,Le Havre AC,3,85.58,84
Ind. Rivadavia,12179,CS Independiente Rivadavia,3,85.67,65
Chelsea,631,Chelsea FC,3,85.67,82
Swansea,2288,Swansea City,3,85.67,74
Mechelen,354,KV Mechelen,3,85.67,84
Buyuksehyr,6890,Büyüksehir Belediyespor,3,85.67,48
Kerkyra,5219,AO Kerkyra,3,85.67,82
